1.432267934170824653e+00;1.000000000000000000e+00
9.309622065120682910e-01;1.000000000000000000e+00
2.807600489392727550e-01;1.000000000000000000e+00
1.420649057391518255e+00;1.000000000000000000e+00
1.055807634886559265e+00;1.000000000000000000e+00
1.112940793503825798e+00;1.000000000000000000e+00
9.945255592342535644e-01;1.000000000000000000e+00
1.326195096430921705e+00;1.000000000000000000e+00
2.251581037825133302e-01;1.000000000000000000e+00
1.272259586722603641e+00;1.000000000000000000e+00
1.083633136933120245e+00;1.000000000000000000e+00
6.251186340443284362e-01;1.000000000000000000e+00
1.275950840842709155e+00;1.000000000000000000e+00
7.112536347313482832e-01;1.000000000000000000e+00
1.517391090098364481e+00;1.000000000000000000e+00
8.384040558165135604e-01;1.000000000000000000e+00
5.502183594384217891e-01;1.000000000000000000e+00
8.493090287971866159e-01;1.000000000000000000e+00
1.141772776347161900e+00;1.000000000000000000e+00
5.236448328863653190e-01;1.000000000000000000e+00
2.482862475959620063e+00;-1.000000000000000000e+00
2.595153717995131615e+00;-1.000000000000000000e+00
2.184690137148703304e+00;-1.000000000000000000e+00
1.944548443607063914e+00;-1.000000000000000000e+00
2.772402297882781586e+00;-1.000000000000000000e+00
2.904932219418661088e+00;-1.000000000000000000e+00
2.877502780085439138e+00;-1.000000000000000000e+00
1.667639332819503384e+00;-1.000000000000000000e+00
2.445514001129260429e+00;-1.000000000000000000e+00
2.345296054428998023e+00;-1.000000000000000000e+00
1.913518461842870666e+00;-1.000000000000000000e+00
3.102051358722547114e+00;-1.000000000000000000e+00
1.400330586665717414e+00;-1.000000000000000000e+00
1.919918371534664603e+00;-1.000000000000000000e+00
3.060707960902881108e+00;-1.000000000000000000e+00
2.694276133416285468e+00;-1.000000000000000000e+00
2.009450882229895985e+00;-1.000000000000000000e+00
2.279976142773959769e+00;-1.000000000000000000e+00
2.297062089798599160e+00;-1.000000000000000000e+00
1.017195928418805684e+00;-1.000000000000000000e+00
