4.359965924440938334e-01;1.000000000000000000e+00
1.085482487398104823e+00;1.000000000000000000e+00
4.104826265790901818e-01;1.000000000000000000e+00
1.194070989260491295e-01;1.000000000000000000e+00
7.482889161480312801e-01;1.000000000000000000e+00
4.166521697542242553e-01;1.000000000000000000e+00
8.106399577635433618e-01;1.000000000000000000e+00
1.234948927054906054e-01;1.000000000000000000e+00
1.127626871117693552e+00;1.000000000000000000e+00
4.346147851630057790e-01;1.000000000000000000e+00
7.188142129096297683e-01;1.000000000000000000e+00
1.208138693804466035e+00;1.000000000000000000e+00
1.681104056440793637e-01;1.000000000000000000e+00
1.191249533401072203e+00;1.000000000000000000e+00
7.034187250220287346e-01;1.000000000000000000e+00
4.090994378506390694e-01;1.000000000000000000e+00
2.124318974877152932e-01;1.000000000000000000e+00
6.397468187828123654e-01;1.000000000000000000e+00
2.335482110299769709e-01;1.000000000000000000e+00
8.457536719801692637e-01;1.000000000000000000e+00
1.498762574491371069e+00;-1.000000000000000000e+00
2.034063449820720848e+00;-1.000000000000000000e+00
1.562448734971668030e+00;-1.000000000000000000e+00
1.392375783916843579e+00;-1.000000000000000000e+00
1.351456016634321244e+00;-1.000000000000000000e+00
1.730623980817209251e+00;-1.000000000000000000e+00
1.969664152229479104e+00;-1.000000000000000000e+00
1.909643465125568262e+00;-1.000000000000000000e+00
1.283732827028493562e+00;-1.000000000000000000e+00
1.934506706031439149e+00;-1.000000000000000000e+00
1.831449905731008521e+00;-1.000000000000000000e+00
1.810630269393363578e+00;-1.000000000000000000e+00
1.595976561280837647e+00;-1.000000000000000000e+00
1.901053973298260757e+00;-1.000000000000000000e+00
2.161111307765060552e+00;-1.000000000000000000e+00
1.313875898805998421e+00;-1.000000000000000000e+00
1.944455795311358592e+00;-1.000000000000000000e+00
2.042287650729680770e+00;-1.000000000000000000e+00
1.877199213341166129e+00;-1.000000000000000000e+00
1.672953764152123046e+00;-1.000000000000000000e+00
